RefId,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VNZIP1,VehBCost,IsOnlineSale,WarrantyCost,IsBadBuy
104,2003,7,FORD,TAURUS,SES,4D SEDAN SES,BLUE,AUTO,Alloy,85716,AMERICAN,MEDIUM,FORD,2775.0,3833.0,5656.0,6789.0,2675.0,3693.0,5431.0,6884.0,50111,4925.0,Yes,1283,No
105,2005,5,CHEVROLET,AVEO,LS,4D SEDAN,SILVER,AUTO,Alloy,58201,AMERICAN,COMPACT,GM,2571.0,3314.0,5593.0,6295.0,3207.0,3953.0,6240.0,7296.0,50111,4725.0,Yes,671,No
106,2005,5,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,SILVER,AUTO,Alloy,96374,AMERICAN,VAN,CHRYSLER,4115.0,5327.0,7589.0,9825.0,3939.0,5177.0,7838.0,8674.0,72117,5165.0,No,1918,No
107,2004,6,CHRYSLER,PT CRUISER,Lim,4D SEDAN LIMITED,GOLD,AUTO,Alloy,96014,AMERICAN,MEDIUM,CHRYSLER,3909.0,4495.0,7101.0,7776.0,3713.0,4682.0,6930.0,8074.0,72117,4180.0,No,1630,Yes
108,2005,5,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,WHITE,AUTO,Alloy,104861,AMERICAN,MEDIUM,CHRYSLER,3667.0,5049.0,6543.0,8222.0,3624.0,5072.0,6484.0,7850.0,72117,4165.0,No,1450,Yes
109,2008,2,MERCURY,MILAN 4C,Bas,4D SEDAN,WHITE,AUTO,Alloy,75261,AMERICAN,MEDIUM,FORD,9373.0,10843.0,13537.0,14907.0,11338.0,12798.0,15011.0,16050.0,55369,8135.0,No,803,No
110,2009,1,PONTIAC,G6 V6,Bas,4D SEDAN,BLACK,AUTO,Alloy,73721,AMERICAN,MEDIUM,GM,10391.0,11593.0,14595.0,15681.0,9832.0,10637.0,13633.0,14616.0,55369,8435.0,No,1272,No
111,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,WHITE,AUTO,Covers,85320,AMERICAN,LARGE,GM,7799.0,8672.0,11922.0,12650.0,8765.0,10063.0,12453.0,13718.0,55369,7955.0,Yes,2152,No
112,2005,4,DODGE,MAGNUM V6 2.7L V6 MP,SE,WAGON 2.7L,BLUE,AUTO,Covers,67185,AMERICAN,SPECIALTY,CHRYSLER,6586.0,7649.0,7613.0,8761.0,6435.0,7498.0,7450.0,8598.0,38118,7950.0,No,1215,No
113,2004,5,JEEP,LIBERTY 2WD V6 3.7L,Lim,4D SUV LIMITED,GOLD,AUTO,Alloy,73767,AMERICAN,SMALL SUV,CHRYSLER,6683.0,7353.0,7718.0,8441.0,6868.0,8128.0,7917.0,9278.0,38118,7435.0,No,686,No
114,2004,5,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,GREY,AUTO,Covers,58669,AMERICAN,MEDIUM,CHRYSLER,4098.0,5006.0,4926.0,5906.0,3910.0,4687.0,4723.0,5562.0,38118,5335.0,No,1086,Yes
115,2004,5,HONDA,ACCORD 4C 2.4L I-4 M,LX,4D SEDAN LX AUTO,SILVER,AUTO,Covers,81543,TOP LINE ASIAN,MEDIUM,OTHER,8141.0,9334.0,9292.0,10581.0,6967.0,8124.0,8024.0,9274.0,38118,6935.0,No,594,No
117,2005,4,CHEVROLET,EQUINOX FWD V6 3.4L,LS,4D SUV LS,BLACK,AUTO,Alloy,61217,AMERICAN,MEDIUM SUV,GM,7423.0,8915.0,8517.0,10128.0,7423.0,8915.0,8517.0,10128.0,38118,7235.0,No,1215,No
118,2007,2,CHEVROLET,UPLANDER FWD V6 3.9L,LS,PASSENGER EXT 3.5L LS,MAROON,AUTO,Covers,76225,AMERICAN,VAN,GM,6213.284478902639,7478.728939913523,8604.835694050991,9982.708662591322,6184.446735905044,7457.747181008902,8832.858753709199,10222.11646884273,38118,6860.0,No,2091,No
119,2005,4,DODGE,STRATUS 4C 2.4L I4 M,SXT,2D COUPE SXT,BLACK,AUTO,Alloy,61623,AMERICAN,MEDIUM,CHRYSLER,5570.0,6492.0,6516.0,7511.0,5570.0,6492.0,6516.0,7511.0,38118,5835.0,No,1020,No
120,2007,2,DODGE,CALIBER 2.0L I4 SFI,SXT,4D WAGON SXT,RED,AUTO,Covers,49146,AMERICAN,MEDIUM,CHRYSLER,8268.0,9772.0,9429.0,11054.0,8268.0,9772.0,9429.0,11054.0,38118,7540.0,No,693,No
121,2008,2,CHRYSLER,300,LX,4D SEDAN,GREY,AUTO,Covers,74222,AMERICAN,SPECIALTY,CHRYSLER,10713.0,11960.0,14347.0,15680.0,12099.0,13803.0,16314.0,18612.0,38118,9875.0,Yes,1389,No
122,2005,5,KIA,SORENTO 4WD,EX,4D SPORT UTILITY EX,RED,AUTO,Alloy,90047,OTHER ASIAN,MEDIUM SUV,OTHER,8132.0,9920.0,12237.0,13743.0,6964.0,8587.0,10745.0,11951.0,38118,8150.0,No,2206,No
123,2008,2,PONTIAC,G6 4C,Bas,4D SEDAN SE,WHITE,AUTO,Covers,54256,AMERICAN,MEDIUM,GM,7681.0,8910.0,10614.0,12093.0,8363.0,9568.0,12003.0,12645.0,38118,8505.0,No,837,No
124,2004,6,CHEVROLET,IMPALA,Bas,4D SEDAN,GOLD,AUTO,Alloy,94361,AMERICAN,LARGE,GM,3241.0,4403.0,6440.0,7716.0,3905.0,4945.0,6891.0,8039.0,38118,4975.0,No,2351,No
125,2007,3,DODGE,CARAVAN FWD V6,SE,MINIVAN 3.3L,RED,AUTO,Covers,86869,AMERICAN,VAN,CHRYSLER,5559.0,7308.0,8912.0,11099.0,5170.0,6745.0,8953.0,10687.0,38118,5450.0,No,1763,No
126,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,SILVER,AUTO,Covers,79265,AMERICAN,MEDIUM,GM,6493.0,7361.0,10304.0,11690.0,7275.0,8347.0,10703.0,11796.0,17406,6375.0,No,1038,No
127,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,Covers,55230,AMERICAN,MEDIUM,GM,6220.0,7202.0,9717.0,10963.0,6785.0,8132.0,10151.0,11652.0,17406,7225.0,No,837,No
128,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,Covers,65770,AMERICAN,MEDIUM,GM,6220.0,7202.0,9717.0,10963.0,7202.0,8348.0,10847.0,12045.0,17406,6725.0,No,923,No
129,2001,9,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,Alloy,69622,AMERICAN,LARGE,GM,2912.0,3709.0,5467.0,6103.0,3639.0,4659.0,5974.0,6800.0,17406,5595.0,No,2003,No
130,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,Covers,80500,AMERICAN,LARGE,GM,7389.0,8588.0,10810.0,12485.0,7832.0,8862.0,11304.0,12409.0,17406,7950.0,No,2152,No
131,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,Alloy,63387,AMERICAN,LARGE,GM,6756.0,7864.0,10271.0,11414.0,7504.0,8731.0,10658.0,12215.0,17406,7750.0,No,1703,No
132,2004,6,CHEVROLET,MALIBU 4C,Bas,4D SEDAN,BLUE,AUTO,Covers,82434,AMERICAN,MEDIUM,GM,4169.0,4930.0,10421.0,12324.0,3347.0,4602.0,7549.0,10380.0,17406,5795.0,No,1113,No
133,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLACK,AUTO,Covers,77419,AMERICAN,LARGE,GM,6892.0,8015.0,10201.0,11592.0,7191.0,8442.0,10123.0,11785.0,17406,7350.0,No,1974,No
134,2001,9,FORD,FOCUS,SE,4D SEDAN SE,GREEN,AUTO,Alloy,64053,AMERICAN,COMPACT,FORD,1948.0,2670.0,4383.0,5276.0,2179.0,2844.0,4387.0,5174.0,17406,3670.0,No,1320,Yes
135,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,SILVER,AUTO,Covers,74217,AMERICAN,LARGE,GM,8066.0,9193.0,11342.0,12743.0,7865.0,8879.0,12293.0,13214.0,17406,7550.0,No,1974,No
136,2009,1,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L,SILVER,AUTO,Covers,73692,AMERICAN,LARGE,GM,9278.0,10104.0,13220.0,14332.0,8792.0,9819.0,12369.0,13480.0,17406,8525.0,No,1974,No
137,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLUE,AUTO,Covers,65474,AMERICAN,LARGE,GM,7388.0,8576.0,10596.0,12076.0,7974.0,9249.0,11289.0,12941.0,17406,7560.0,No,1703,No
138,2002,7,HYUNDAI,SANTA FE 2WD V6 2.7L,GLS,4D CUV GLS,SILVER,AUTO,Alloy,92345,OTHER ASIAN,MEDIUM SUV,OTHER,3364.0,4478.0,4133.0,5336.0,3671.0,4673.0,4465.0,5547.0,34203,4210.0,No,1065,No
139,2003,6,HYUNDAI,XG 350 3.5L V6 EFI /,Bas,4D SEDAN,WHITE,AUTO,Alloy,55687,OTHER ASIAN,LARGE,OTHER,2207.0,3182.0,2884.0,3937.0,3138.0,4050.0,3889.0,4874.0,34203,5720.0,No,1220,No
140,2001,8,CHEVROLET,TRACKER 2WD 4C 2.0L,Bas,4D SUV HARDTOP 2.0L,SILVER,AUTO,Alloy,42944,AMERICAN,SMALL SUV,GM,1845.0,2424.0,2493.0,3118.0,1845.0,2424.0,2493.0,3118.0,34203,4710.0,No,993,Yes
141,2006,3,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,SILVER,AUTO,Covers,69781,AMERICAN,MEDIUM,FORD,4867.0,5814.0,5756.0,6779.0,3933.0,5287.0,4748.0,6210.0,34203,4740.0,No,825,No
142,2006,3,FORD,FREESTYLE AWD V6 3.0,SE,4D CUV 3.0L SE,GOLD,AUTO,Alloy,71268,AMERICAN,CROSSOVER,FORD,8715.0,10690.0,9912.0,12045.0,8626.0,11123.0,9816.0,12513.0,34203,8440.0,No,1623,No
143,2004,5,SUZUKI,FORENZA 2.0L I4 EFI,S,4D SEDAN S,WHITE,AUTO,Covers,58547,OTHER ASIAN,MEDIUM,OTHER,2960.0,3807.0,3697.0,4612.0,3432.0,4208.0,4207.0,5045.0,34203,4200.0,No,505,No
144,2004,5,HONDA,ELEMENT 2WD 2.4L I4,EX,4D SPORT UTILITY EX,GREY,AUTO,Alloy,75769,TOP LINE ASIAN,SMALL SUV,OTHER,7329.0,9099.0,8415.0,10327.0,7861.0,9703.0,8990.0,10979.0,34203,7530.0,No,686,No
145,2005,4,CHEVROLET,EQUINOX FWD V6 3.4L,LT,4D SUV LT,WHITE,AUTO,Alloy,87246,AMERICAN,MEDIUM SUV,GM,8092.0,9950.0,9239.0,11246.0,8092.0,9950.0,9239.0,11246.0,34203,6830.0,No,1503,No
146,2003,7,DODGE,CARAVAN GRAND FWD V6,Other,MINIVAN 3.8L EL,WHITE,AUTO,Covers,87386,AMERICAN,VAN,CHRYSLER,2950.0,3539.0,5449.0,6192.0,2950.0,3539.0,5934.0,6774.0,34203,6035.0,No,2063,No
147,2002,8,FORD,WINDSTAR FWD V6,LX,PASSENGER 3.8L LX,WHITE,AUTO,Alloy,87531,AMERICAN,VAN,FORD,2493.0,3360.0,5438.0,6509.0,1874.0,2655.0,4721.0,5447.0,34203,4025.0,No,2322,No
148,2002,8,FORD,TAURUS,SEL,4D WAGON SEL DURATEC,GOLD,AUTO,Alloy,67377,AMERICAN,MEDIUM,FORD,2900.0,3631.0,5530.0,6466.0,2880.0,3592.0,5620.0,6322.0,34203,4225.0,No,1125,No
149,2008,2,FORD,FUSION 4C,S,4D SEDAN S,BLUE,AUTO,Covers,42118,AMERICAN,MEDIUM,FORD,9966.0,11269.0,13721.0,14863.0,9288.0,10748.0,13232.0,14502.0,34203,9270.0,No,623,No
150,2004,6,FORD,FREESTAR FWD V6,SES,4D PASSENGER 3.9L SES,WHITE,AUTO,Alloy,81461,AMERICAN,VAN,FORD,4281.0,5406.0,7562.0,9166.0,3280.0,4654.0,6729.0,8137.0,34203,5125.0,No,1633,No
151,2007,3,DODGE,CALIBER,Bas,4D WAGON,SILVER,AUTO,Covers,80231,AMERICAN,MEDIUM,CHRYSLER,6642.0,7981.0,10292.0,11341.0,5726.0,7035.0,9759.0,10787.0,34203,5865.0,No,983,No
152,2006,4,CHEVROLET,COBALT,LS,2D COUPE,RED,AUTO,Covers,48421,AMERICAN,COMPACT,GM,4175.0,5152.0,7210.0,8358.0,4504.0,5437.0,7933.0,8877.0,34203,6345.0,No,623,No
153,2003,7,HYUNDAI,ELANTRA,GLS,4D SEDAN,GOLD,AUTO,Covers,81385,OTHER ASIAN,MEDIUM,OTHER,2696.0,3502.0,6118.0,7403.0,2707.0,3629.0,5469.0,6619.0,34203,3925.0,No,894,No
154,2001,9,BUICK,PARK AVENUE,Bas,4D SEDAN,WHITE,AUTO,Alloy,74570,AMERICAN,LARGE,GM,2884.0,4128.0,6457.0,7325.0,3359.0,4813.0,6657.0,8021.0,34203,5535.0,No,2274,No
155,2003,7,CHEVROLET,VENTURE FWD V6,LS,PASSENGER 3.4L,GREEN,AUTO,Covers,63265,AMERICAN,VAN,GM,5066.0,6124.0,8380.0,9281.0,3520.0,4832.0,6726.0,8078.0,34203,5435.0,No,4210,No
156,2005,5,HONDA,CIVIC,LX,4D SEDAN LX AUTO,GREY,AUTO,Covers,71407,TOP LINE ASIAN,COMPACT,OTHER,6082.0,7351.0,9351.0,11244.0,5597.0,6672.0,9241.0,10300.0,34203,7375.0,No,686,No
157,2003,6,VOLKSWAGEN,BEETLE 2.0L I4 EFI,GL,2D COUPE GL,SILVER,MANUAL,Covers,49769,OTHER,COMPACT,OTHER,5396.0,6383.0,6328.0,7394.0,4931.0,5729.0,5825.0,6687.0,33619,5400.0,No,1275,No
158,2002,7,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,WHITE,AUTO,Covers,90714,AMERICAN,LARGE,GM,3342.0,4282.0,4109.0,5125.0,2992.0,4091.0,3731.0,4918.0,33619,4100.0,No,2651,No
160,2001,8,TOYOTA,TACOMA PICKUP 2WD 4C,Bas,REG CAB 2.4L,MAROON,MANUAL,Alloy,85410,TOP LINE ASIAN,SMALL TRUCK,OTHER,4221.0,5276.0,5059.0,6198.0,3042.0,4088.0,3785.0,4915.0,33619,5500.0,No,894,No
161,2005,4,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN EX,SILVER,AUTO,Covers,32629,OTHER ASIAN,MEDIUM,OTHER,4334.0,5392.0,5181.0,6323.0,4649.0,5807.0,5521.0,6772.0,33619,5500.0,No,462,No
162,2004,5,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN LX,MAROON,AUTO,Covers,71327,OTHER ASIAN,MEDIUM,OTHER,3402.0,4773.0,4174.0,5655.0,3402.0,4773.0,4174.0,5655.0,33619,4500.0,No,803,No
163,2005,4,DODGE,DURANGO 2WD V8 4.7L,SLT,4D SUV 4.7L SLT,WHITE,AUTO,Alloy,63257,AMERICAN,MEDIUM SUV,CHRYSLER,8298.0,9574.0,9462.0,10840.0,8298.0,9574.0,9462.0,10840.0,33619,8835.0,No,1215,No
164,2005,4,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L SLE,BLUE,AUTO,Alloy,64804,AMERICAN,MEDIUM SUV,GM,8594.0,9901.0,9782.0,11193.0,8594.0,9901.0,9782.0,11193.0,33619,8300.0,No,1020,No
165,2005,4,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,GOLD,AUTO,Covers,63146,AMERICAN,LARGE,GM,4573.0,5967.0,5439.0,6944.0,4573.0,5967.0,5439.0,6944.0,33619,6100.0,No,1703,No
166,2004,5,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,GREY,AUTO,Alloy,85466,AMERICAN,MEDIUM,FORD,2772.0,3865.0,3494.0,4674.0,3100.0,4366.0,3848.0,5215.0,33619,4900.0,No,983,Yes
167,2003,6,FORD,WINDSTAR FWD V6 3.8L,LX,PASSENGER 3.8L LX,SILVER,AUTO,Alloy,84774,AMERICAN,VAN,FORD,2677.0,3625.0,3391.0,4415.0,2677.0,3625.0,3391.0,4415.0,33619,4600.0,No,2322,Yes
168,2007,2,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN S,GOLD,AUTO,Alloy,80995,AMERICAN,COMPACT,FORD,7241.0,8587.0,8320.0,9774.0,6470.0,7724.0,10097.0,11142.0,33619,5300.0,No,1243,No
169,2005,4,FORD,ESCAPE 4WD V6 3.0L V,XLT,4D CUV 3.0L XLT,GREEN,AUTO,Alloy,79540,AMERICAN,SMALL SUV,FORD,7447.0,9663.0,8543.0,10936.0,7285.0,9235.0,8368.0,10474.0,33619,7100.0,No,1389,No
170,2003,6,DODGE,CARAVAN GRAND FWD V6,Spo,MINIVAN 3.3L SPORT,SILVER,AUTO,Covers,71968,AMERICAN,VAN,CHRYSLER,3790.0,4205.0,4593.0,5041.0,3759.0,4426.0,7878.0,9275.0,33619,5800.0,No,1923,No
171,2005,4,CHEVROLET,AVEO 1.6L I4 EFI,LS,4D SEDAN,BLUE,AUTO,Covers,81140,AMERICAN,COMPACT,GM,2998.0,3874.0,3738.0,4684.0,3169.0,3813.0,6252.0,7004.0,33619,4100.0,No,853,Yes
172,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,BLACK,AUTO,Covers,60474,AMERICAN,MEDIUM,CHRYSLER,5031.0,6180.0,5933.0,7174.0,5418.0,6429.0,8649.0,9719.0,33619,5800.0,No,1215,No
173,2003,6,JEEP,LIBERTY 2WD V6 3.7L,Other,4D SUV RENEGADE,SILVER,AUTO,Alloy,61014,AMERICAN,SMALL SUV,CHRYSLER,5400.0,6276.0,6332.0,7278.0,5942.0,6525.0,9158.0,9739.0,33619,7200.0,No,930,No
174,2006,3,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,WHITE,AUTO,Covers,76548,AMERICAN,MEDIUM,GM,5955.0,7166.0,6931.0,8239.0,5463.0,6575.0,9160.0,10327.0,33619,6435.0,No,1272,No
175,2005,4,JEEP,LIBERTY 2WD V6,Other,4D SUV RENEGADE,BLACK,AUTO,Alloy,82116,AMERICAN,SMALL SUV,CHRYSLER,8789.0,10520.0,9992.0,11862.0,7556.0,8803.0,11136.0,12868.0,33619,7100.0,No,723,No
176,2007,2,MITSUBISHI,GALANT 4C,ES,4D SEDAN,RED,AUTO,Covers,41454,OTHER ASIAN,MEDIUM,OTHER,7619.0,8540.0,8729.0,9723.0,7598.0,8845.0,11263.0,12618.0,33619,8000.0,No,482,No
177,2005,4,HYUNDAI,SANTA FE 2WD V6,GLS,4D CUV 3.5L,RED,AUTO,Alloy,74910,OTHER ASIAN,MEDIUM SUV,OTHER,7960.0,8926.0,9097.0,10140.0,6885.0,7945.0,10064.0,11248.0,33619,7700.0,No,686,No
178,2004,5,TOYOTA,COROLLA,Other,4D SEDAN CE,WHITE,AUTO,Covers,81050,TOP LINE ASIAN,COMPACT,OTHER,4997.0,5838.0,5897.0,6805.0,5098.0,6004.0,8022.0,9092.0,33619,6400.0,No,594,No
179,2004,5,CHEVROLET,TRAILBLAZER EXT 4WD,Nor,4D SUV 4.2L LS,BLUE,AUTO,Alloy,60003,AMERICAN,MEDIUM SUV,GM,7465.0,9240.0,8562.0,10479.0,8663.0,10563.0,12373.0,14185.0,33619,8000.0,No,1703,No
180,2004,5,JEEP,GRAND CHEROKEE 2WD 6,Lar,4D WAGON,BLUE,AUTO,Alloy,79868,AMERICAN,MEDIUM SUV,CHRYSLER,5328.0,6569.0,6254.0,7595.0,6569.0,7765.0,10353.0,12089.0,33619,7000.0,No,1740,No
181,2004,5,SATURN,VUE 2WD 4C,Other,4D CUV 2.2L,RED,AUTO,Covers,47190,AMERICAN,MEDIUM SUV,GM,3601.0,4634.0,4389.0,5505.0,4247.0,5341.0,7347.0,8214.0,33619,6700.0,No,1116,No
182,2006,4,MITSUBISHI,LANCER,ES,4D SEDAN ES,RED,AUTO,Covers,55473,OTHER ASIAN,COMPACT,OTHER,4731.0,5538.0,8763.0,9667.0,5062.0,6404.0,8412.0,9904.0,33619,5550.0,No,505,No
183,2004,6,DODGE,DURANGO 2WD V8,ST,4D SUV 4.7L,SILVER,AUTO,Covers,82522,AMERICAN,MEDIUM SUV,CHRYSLER,6213.284478902639,7478.728939913523,8604.835694050991,9982.708662591322,6184.446735905044,7457.747181008902,8832.858753709199,10222.11646884273,33619,6600.0,No,1503,No
184,2004,6,FORD,FREESTAR FWD V6,SEL,PASSENGER 3.9L SEL,WHITE,AUTO,Alloy,72753,AMERICAN,VAN,FORD,4201.0,5250.0,7787.0,8806.0,4156.0,5392.0,7732.0,9013.0,33619,6250.0,No,1506,No
185,2003,7,FORD,WINDSTAR FWD V6,LX,PASSENGER 3.8L LX,SILVER,AUTO,Alloy,87745,AMERICAN,VAN,FORD,2656.0,3760.0,5354.0,7198.0,2771.0,3725.0,5770.0,6997.0,33619,3900.0,No,2322,No
186,2002,8,FORD,RANGER PICKUP 2WD 4C,XL,REG CAB 2.3L,GOLD,MANUAL,Alloy,53411,AMERICAN,SMALL TRUCK,FORD,2357.0,3330.0,5566.0,6688.0,2177.0,2934.0,5169.0,6011.0,33619,5150.0,No,805,No
187,2008,2,DODGE,CALIBER,SXT,4D WAGON SXT,SILVER,AUTO,Alloy,59113,AMERICAN,MEDIUM,CHRYSLER,8619.0,9846.0,12107.0,13333.0,8229.0,9138.0,12210.0,12941.0,33619,7600.0,No,754,No
188,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN SE,BLACK,AUTO,Covers,86079,AMERICAN,MEDIUM,CHRYSLER,7696.0,8853.0,11538.0,12510.0,7536.0,9082.0,10738.0,12378.0,33619,8100.0,No,1243,No
189,2007,3,TOYOTA,CAMRY 4C,LE,4D SEDAN CE,BLACK,AUTO,Alloy,85149,TOP LINE ASIAN,MEDIUM,OTHER,10125.0,11349.0,13396.0,15147.0,10191.0,11242.0,13947.0,15239.0,33619,9400.0,No,594,No
190,2008,2,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L FFV SE,RED,AUTO,Covers,78534,AMERICAN,VAN,CHRYSLER,10072.0,12010.0,13861.0,15764.0,8930.0,10603.0,13146.0,14854.0,33619,8800.0,No,1623,No
191,2005,5,KIA,SPECTRA,EX,4D SEDAN EX,WHITE,AUTO,Covers,44307,OTHER ASIAN,MEDIUM,OTHER,3283.0,4169.0,5946.0,7426.0,3411.0,4224.0,6742.0,7546.0,33619,5500.0,No,482,No
192,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,RED,AUTO,Covers,85219,AMERICAN,LARGE,GM,7614.0,9451.0,11566.0,13154.0,7829.0,9387.0,11200.0,12774.0,33619,7300.0,No,2152,No
193,2005,5,CHEVROLET,IMPALA,Bas,4D SEDAN,SILVER,AUTO,Covers,88485,AMERICAN,LARGE,GM,3900.0,5328.0,7590.0,8918.0,4019.0,5348.0,7536.0,9056.0,33619,5900.0,No,2152,No
194,2007,3,DODGE,MAGNUM V6,SE,WAGON 2.7L,SILVER,AUTO,Covers,84386,AMERICAN,SPECIALTY,CHRYSLER,8604.0,10131.0,12770.0,14058.0,7977.0,9621.0,12083.0,13395.0,33619,9050.0,No,1503,No
195,2005,5,DODGE,MAGNUM V8,Other,WAGON R/T,GREY,AUTO,Alloy,80439,AMERICAN,SPECIALTY,CHRYSLER,10109.0,12086.0,14037.0,16471.0,9681.0,11853.0,13810.0,16044.0,33619,8600.0,No,1503,No
196,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,GOLD,AUTO,Covers,83022,AMERICAN,MEDIUM,GM,6897.0,8299.0,10504.0,12545.0,6174.0,7813.0,9597.0,10601.0,33619,6600.0,No,1113,No
197,2005,5,SATURN,ION,2,4D SEDAN LEVEL 2,BLUE,AUTO,Covers,32115,AMERICAN,MEDIUM,GM,3882.0,5107.0,7383.0,8627.0,3888.0,4872.0,6974.0,7831.0,33619,6750.0,No,582,No
198,2006,3,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L SE,BLUE,AUTO,Covers,77608,AMERICAN,VAN,FORD,5554.0,6936.0,6498.0,7991.0,5762.0,7000.0,6723.0,8060.0,45005,6005.0,No,1506,No
199,2007,2,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,GREY,AUTO,Alloy,79927,AMERICAN,LARGE,GM,8016.0,8950.0,9157.0,10166.0,8177.0,9306.0,9331.0,10550.0,45005,6815.0,No,1974,No
200,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN,WHITE,AUTO,Alloy,40802,AMERICAN,MEDIUM,CHRYSLER,2718.0,3605.0,3435.0,4393.0,2718.0,3605.0,3435.0,4393.0,45005,5125.0,No,975,No
201,2005,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,SILVER,AUTO,Alloy,81516,AMERICAN,VAN,CHRYSLER,6002.0,7884.0,6982.0,9015.0,6002.0,7884.0,6982.0,9015.0,45005,6260.0,No,1763,No
202,2007,2,CHEVROLET,UPLANDER FWD V6 3.9L,LS,PASSENGER EXT 3.9L LS,GREY,AUTO,Alloy,77834,AMERICAN,VAN,GM,7087.0,8228.0,8154.0,9386.0,7087.0,8228.0,8154.0,9386.0,45005,6775.0,No,2091,No
203,2007,2,DODGE,CHARGER V6 2.7L V6 M,Bas,4D SEDAN 2.7L,WHITE,AUTO,Covers,69095,AMERICAN,SPECIALTY,CHRYSLER,9784.0,11267.0,11067.0,12668.0,9784.0,11267.0,11067.0,12668.0,45005,9190.0,No,1215,No
204,2006,3,CHEVROLET,COLORADO PICKUP 2WD,LS,EXT CAB 3.5L LS,RED,AUTO,Alloy,78315,AMERICAN,SMALL TRUCK,GM,6435.0,7135.0,7450.0,8206.0,6435.0,7135.0,7450.0,8206.0,45005,7475.0,No,803,No
205,2007,2,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L,BLACK,AUTO,Covers,74554,AMERICAN,VAN,CHRYSLER,7882.0,9682.0,9013.0,10957.0,5670.0,6602.0,9348.0,10285.0,45005,5915.0,No,1623,No
206,2007,2,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,SILVER,AUTO,Covers,75702,AMERICAN,LARGE,GM,7513.0,8711.0,8614.0,9908.0,7320.0,8459.0,10971.0,12307.0,45005,7425.0,No,1974,No
207,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,BLUE,AUTO,Alloy,87193,AMERICAN,LARGE,GM,7101.0,8768.0,8169.0,9969.0,5930.0,7423.0,10022.0,11477.0,45005,7425.0,No,2152,No
208,2007,2,CHRYSLER,PACIFICA AWD 4.0L V6,Bas,4D SPORT,BLUE,AUTO,Alloy,88491,AMERICAN,CROSSOVER,CHRYSLER,10277.0,13017.0,11599.0,14558.0,10776.0,13016.0,12138.0,14557.0,45005,8765.0,No,2022,No
209,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN,WHITE,AUTO,Alloy,84881,AMERICAN,MEDIUM,CHRYSLER,3051.0,4314.0,3795.0,5159.0,2853.0,3715.0,6169.0,7178.0,45005,4450.0,No,1503,No
